F : A
4 : 0.39636363636363636 
2 : 0.6468181818181818 
1 : 0.785 
7 : 0.8463636363636363 
9 : 0.8740909090909091 
10 : 0.884090909090909 
6 : 0.8945454545454545 
8 : 0.9027272727272727 
11 : 0.9081818181818182 
12 : 0.9068181818181819 
5 : 0.8945454545454545 
3 : 0.9009090909090909 
0 : 0.8972727272727272 
